iter	Accuracy	MultiClass
67	0.965008124	0.1122777354
68	0.9650461625	0.111355707
69	0.9651095602	0.1104357257
70	0.9651566556	0.1095479596
71	0.9652091851	0.1086732462
72	0.9652146191	0.1078973008
73	0.9652399782	0.1071867907
74	0.9652780168	0.1065259778
75	0.9653377917	0.1058028786
76	0.9654337938	0.1051444199
77	0.9654808892	0.1045810622
78	0.965489946	0.1040718211
79	0.965509871	0.1035493905
80	0.9655352301	0.1030247404
81	0.96557508	0.1025745395
82	0.9655678346	0.1020985538
83	0.9656022504	0.1016591877
84	0.9656439117	0.1012615817
85	0.9656855731	0.1008092312
86	0.9657018753	0.1004673662
87	0.9657381025	0.1001449
88	0.9657272344	0.09985377133
89	0.9657525934	0.09951521629
90	0.9658015002	0.09921182296
91	0.9658504069	0.09887082501
92	0.965855841	0.09857344196
93	0.965875766	0.09828454865
94	0.9659029364	0.09796574492
95	0.9659264841	0.09769438405
96	0.9659572772	0.09743945486
97	0.9660043726	0.09724194993
98	0.966026109	0.0970525722
99	0.9660405999	0.09691484083
100	0.9660550907	0.0966792455
101	0.9660623362	0.09648238119
102	0.9660641475	0.09631639054
103	0.9660424112	0.09615964341
104	0.966091318	0.09604545779
105	0.9660768271	0.09589852279
106	0.966091318	0.0957419068
107	0.9661076202	0.09558703723
108	0.9661384134	0.09542015064
109	0.9661492815	0.09525402471
110	0.9661474702	0.09512053182
111	0.9661384134	0.09500639525
112	0.9661438474	0.09490597176
113	0.9661800747	0.09475727695
114	0.9661836974	0.09459522632
115	0.9661945656	0.09446815649
116	0.9662289814	0.09437949982
117	0.9662434723	0.09430530002
118	0.9662543405	0.09422518584
119	0.9662489064	0.09416380905
120	0.9662434723	0.09405777012
121	0.9662380382	0.09397727141
122	0.9662507178	0.09388223549
123	0.9662525291	0.09382302341
124	0.9662271701	0.09375933993
125	0.9662398496	0.09368637659
126	0.9662597746	0.0935582039
127	0.9662561518	0.09345060167
128	0.9662597746	0.09338019732
129	0.9662633973	0.09330986105
130	0.9662688314	0.09324819672
131	0.9662778882	0.09319572793
132	0.9662851336	0.09309765303
133	0.9663050586	0.09304482114
134	0.9662978131	0.09295850563
135	0.9663104927	0.09291593828
136	0.9663032472	0.09286064109
137	0.966312304	0.09282633027
138	0.9663358517	0.09276403243
139	0.9663195495	0.09272060774
140	0.9663249836	0.09271361795
141	0.9663412858	0.092688214
142	0.9663503426	0.09266716699
143	0.9663449085	0.09261775784
144	0.966352154	0.09259882203
145	0.9663575881	0.09252752615
146	0.9663666449	0.0924481458
147	0.9663920039	0.09238634179
148	0.9664083062	0.09237206727
149	0.9664137403	0.09231239115
150	0.9664119289	0.09229283625
151	0.9664083062	0.09227566199
152	0.9664246084	0.09221238597
153	0.9664300425	0.09216053141
154	0.9664354766	0.09209440792
155	0.966437288	0.09207459486
156	0.9664390993	0.09205385714
157	0.9664282312	0.09202774848
158	0.9664481561	0.09197962804
159	0.9664390993	0.09193130972
160	0.9664753265	0.09191348111
161	0.966462647	0.09187167456
162	0.9664608357	0.09183016146
163	0.9664753265	0.09178413358
164	0.9664698925	0.09177251208
165	0.966482572	0.09173387214
166	0.9664861947	0.09168008277
167	0.9664952515	0.09162031777
168	0.9664898174	0.09160555764
169	0.9665097424	0.09155530353
170	0.9665187992	0.09150820917
171	0.9665043083	0.09148417139
172	0.9665296674	0.09144121389
173	0.9665296674	0.0914411463
174	0.9665495924	0.09141841027
175	0.9665459696	0.09141295564
176	0.9665405355	0.09140220338
177	0.9665332901	0.09137504
178	0.9665441583	0.09133848145
179	0.9665532151	0.0913375036
180	0.966547781	0.09131948015
181	0.9665441583	0.09130326499
182	0.9665423469	0.09128465879
183	0.9665387242	0.09126953371
184	0.9665387242	0.09126949944
185	0.9665351015	0.0912687062
186	0.9665405355	0.09126078775
187	0.9665495924	0.09124753901
188	0.9665423469	0.09121902784
189	0.966547781	0.0912110395
190	0.9665495924	0.09121090885
191	0.966547781	0.09118583796
192	0.9665532151	0.09116218868
193	0.9665604605	0.09115510465
194	0.966567706	0.09109362235
195	0.96657314	0.09106515472
196	0.9665803855	0.09106356787
197	0.9665840082	0.09104692112
198	0.9666075559	0.09101693747
199	0.9666075559	0.09099814713
200	0.9666184241	0.09098235729
201	0.96661299	0.09096979083
202	0.9666166127	0.09095277798
203	0.9666365377	0.0909143457
204	0.9666311036	0.09090578914
205	0.966632915	0.09087742912
206	0.966632915	0.09087729586
207	0.966632915	0.09087176126
208	0.9666455945	0.09085836153
209	0.9666383491	0.09085775288
210	0.9666474059	0.09083687979
211	0.9666492172	0.09082489398
212	0.9666564627	0.09080537969
213	0.9666528399	0.09077326052
214	0.9666600854	0.09076944973
215	0.9666564627	0.09072444899
216	0.9666492172	0.09070964178
217	0.9666528399	0.09069868035
218	0.966658274	0.090686167
219	0.9666709536	0.09066562245
220	0.9666818217	0.09065133816
221	0.9667053694	0.09062511609
222	0.966723483	0.0906044204
223	0.9667144262	0.09059979531
224	0.9667108035	0.09058649398
225	0.9667126149	0.09054758326
226	0.9667108035	0.09054240098
227	0.9667126149	0.09050683368
228	0.9667252944	0.09049663001
229	0.9667307285	0.09049497382
230	0.9667307285	0.09049242734
231	0.9667615216	0.09045671574
232	0.9667796352	0.09042946589
233	0.9667796352	0.09041493277
234	0.9667941261	0.09039257209
235	0.9667850693	0.09037536842
236	0.966788692	0.09034722824
237	0.9668068056	0.09034472814
238	0.9668303533	0.09031505617
239	0.9668321647	0.09029876565
240	0.9668412215	0.09028311367
241	0.9668412215	0.09025920174
242	0.9668466556	0.09023490486
243	0.9668466556	0.09023489778
244	0.9668430329	0.09023197458
245	0.9668502783	0.09021097425
246	0.9668466556	0.09021065737
247	0.9668394101	0.09020713923
248	0.9668357874	0.09020016613
249	0.9668448442	0.09018019784
250	0.9668430329	0.09017842854
251	0.9668448442	0.09015185529
252	0.9668593351	0.09012920211
253	0.9668720147	0.09010983492
254	0.966893751	0.09008902379
255	0.966893751	0.09006557531
256	0.9669100532	0.09004627637
257	0.9669263555	0.09002999073
258	0.9669317896	0.0900043416
259	0.9669372237	0.08998856954
260	0.9669426577	0.0899840671
261	0.9669535259	0.0899718308
262	0.9669462805	0.08995738987
263	0.9669662054	0.08993861305
264	0.9669752622	0.08993357919
265	0.9669897531	0.08990881454
266	0.9669933759	0.08989026893
267	0.9670133008	0.08986082961
268	0.9670133008	0.08983033657
269	0.9670151122	0.08981255641
270	0.9670133008	0.08978385634
271	0.9670314144	0.08977784039
272	0.9670296031	0.08976318893
273	0.967024169	0.08974788185
274	0.9670386599	0.08971261538
275	0.9670404712	0.08971182827
276	0.9670477167	0.08970193506
277	0.9670314144	0.08969191408
278	0.9670386599	0.08967748246
279	0.9670332258	0.08966707393
280	0.9670350372	0.08965018493
281	0.9670676417	0.08963425191
282	0.9670911894	0.08961543994
283	0.9671056802	0.08960197291
284	0.9670930007	0.08959655218
285	0.967109303	0.08958248386
286	0.9671020575	0.08956619211
287	0.9671056802	0.08955185519
288	0.9671020575	0.08953456133
289	0.9671056802	0.08952367965
290	0.9671147371	0.08952303286
291	0.9671274166	0.08951057559
292	0.9671292279	0.08950130952
293	0.9671256052	0.08947049431
294	0.9671256052	0.08947042366
295	0.9671256052	0.08944580655
296	0.9671147371	0.08942454624
297	0.9671165484	0.08940559711
298	0.967134662	0.08939376429
299	0.9671292279	0.08937890589
300	0.9671256052	0.08937453617
301	0.9671292279	0.08937230856
302	0.9671237939	0.0893703084
303	0.9671219825	0.08936765077
304	0.9671274166	0.08935187029
305	0.9671382847	0.08933265256
306	0.9671600211	0.08931818252
307	0.9671527756	0.08928999448
308	0.967154587	0.08927336082
309	0.9671527756	0.08927234943
310	0.9671618324	0.08924305651
311	0.9671636438	0.08923275426
312	0.9671690779	0.08922510863
313	0.9671727006	0.08920437375
314	0.9671853801	0.08918138798
315	0.9672016824	0.08917031943
316	0.9672053051	0.08915098465
317	0.967219796	0.08913283058
318	0.9672161733	0.08910785928
319	0.9672360983	0.08908567447
320	0.9672288528	0.08906377241
321	0.967239721	0.0890450028
